object_name,category,item_name,item_type,item_description,default_value
[dbo].[sp_SelectEventsbyProperties],Output,PropertyCount,INT,Count of matched properties for the event occurrence. The HAVING clause requires this count to equal the number of requested filter properties.,
[dbo].[sp_SelectEventsbyProperties],Reference,dbo.EventPropertiesParsed,Table,Stores parsed event properties used to identify matching event occurrences.,
[dbo].[sp_SelectEventsbyProperties],Reference,dbo.ParseEventSet,Table-Valued Function,Expands an EventSet expression or code into distinct event names.,
[dbo].[sp_SelectEventsbyProperties],Reference,dbo.SetDefaultModelParameters,Table-Valued Function,"Supplies effective default model parameters, including datetime bounds when input values are NULL.",
[dbo].[sp_SelectedEvents],Input,@ByCase,BIT,1 to partition by CaseID; 0 to treat all events as a single case.,1
[dbo].[sp_SelectedEvents],Input,@CaseFilterProperties,NVARCHAR(MAX),JSON of case-level filter key/value pairs.,
[dbo].[sp_SelectedEvents],Input,@EndDateTime,DATETIME,Upper bound of event date range (defaults to 2050-12-31).,
[dbo].[sp_SelectedEvents],Input,@EventFilterProperties,NVARCHAR(MAX),JSON of event-level filter key/value pairs.,
[dbo].[sp_SelectedEvents],Input,@EventSet,NVARCHAR(MAX),Identifier or CSV defining which events to include (required).,
[dbo].[sp_SelectedEvents],Input,@StartDateTime,DATETIME,Lower bound of event date range (defaults to 1900-01-01).,
[dbo].[sp_SelectedEvents],Input,@enumerate_multiple_events,INT,0 to collapse duplicates; >0 to enumerate each occurrence up to that count.,
[dbo].[sp_SelectedEvents],Input,@metric,NVARCHAR(20),Metric name for event-level properties (defaults to “Time Between”).,Time Between
[dbo].[sp_SelectedEvents],Input,@transforms,NVARCHAR(MAX),JSON mapping for event name transformations.,
[dbo].[sp_SelectedEvents],Output,CaseID,INT,Case identifier (or -1 when @ByCase=0).,
[dbo].[sp_SelectedEvents],Output,Event,NVARCHAR(20),Event name (after optional transform).,
[dbo].[sp_SelectedEvents],Output,EventDate,DATETIME2,Event timestamp (with millisecond precision).,
[dbo].[sp_SelectedEvents],Output,EventID,INT,Surrogate key of the event instance.,
[dbo].[sp_SelectedEvents],Output,EventOccurence,INT,Occurrence count of this event in the case.,
[dbo].[sp_SelectedEvents],Output,MetricActualValue,FLOAT,Actual metric value at the event (if metric ≠ 'Time Between').,
[dbo].[sp_SelectedEvents],Output,MetricExpectedValue,FLOAT,Expected metric value at the event (if metric ≠ 'Time Between').,
[dbo].[sp_SelectedEvents],Output,Rank,INT,Sequence order within the case.,
[dbo].[sp_SelectedEvents],Reference,OPENJSON,Built-in Function,Used for JSON parsing.,
[dbo].[sp_SelectedEvents],Reference,dbo.CasePropertiesParsed,Table,Parsed case-level properties for filtering.,
[dbo].[sp_SelectedEvents],Reference,dbo.Cases,Table,Case table containing CaseID and AccessBitmap.,
[dbo].[sp_SelectedEvents],Reference,dbo.EventPropertiesParsed,Table,Parsed event-level properties and metrics.,
[dbo].[sp_SelectedEvents],Reference,dbo.EventsFact,Table,"Fact table of all events with CaseID, Event, EventDate, EventID.",
[dbo].[sp_SelectedEvents],Reference,dbo.ParseEventSet,Table-Valued Function,Parses @EventSet into individual event names.,
[dbo].[sp_SelectedEvents],Reference,dbo.ParseTransforms,Table-Valued Function,Parses @transforms JSON into row mappings.,
[dbo].[sp_SelectedEvents],Reference,dbo.UserAccessBitmap,Scalar Function,Returns current user's access bitmap for row-level security.,
[dbo].[sp_SequenceSegments],Input,@ByCase,BIT,1 to partition events by CaseID; 0 to treat all as a single sequence.,1
[dbo].[sp_SequenceSegments],Input,@EndDateTime,DATETIME,Upper bound of event dates; defaults to '2050-12-31' if NULL.,NULL
[dbo].[sp_SequenceSegments],Input,@EndEvent,NVARCHAR(20),Name of the event at which sequences must end.,NULL
[dbo].[sp_SequenceSegments],Input,@EventSet,NVARCHAR(MAX),Comma‐delimited list or code referencing ParseEventSet to restrict which events are considered.,NULL
[dbo].[sp_SequenceSegments],Input,@FilterProperties,NVARCHAR(MAX),JSON to filter which cases are included via CasePropertiesParsed.,NULL
[dbo].[sp_SequenceSegments],Input,@Metric,NVARCHAR(20),Metric name for time calculation; defaults to 'Time Between'.,'Time Between'
[dbo].[sp_SequenceSegments],Input,@StartDateTime,DATETIME,Lower bound of event dates; defaults to '1900-01-01' if NULL.,NULL
[dbo].[sp_SequenceSegments],Input,@StartEvent,NVARCHAR(20),Name of the event at which sequences must begin.,NULL
[dbo].[sp_SequenceSegments],Input,@enumerate_multiple_events,INT,"If >0, disambiguates repeated events by appending an occurrence index.",0
[dbo].[sp_SequenceSegments],Input,@transforms,NVARCHAR(MAX),JSON or code for event renaming via ParseTransforms.,NULL
[dbo].[sp_SequenceSegments],Output,CaseID_List,NVARCHAR(MAX),Comma-delimited list of CaseIDs where the sequence is found.,
[dbo].[sp_SequenceSegments],Output,Cases,INT,Count of distinct cases in which the sequence occurs.,
[dbo].[sp_SequenceSegments],Output,Seq,NVARCHAR(2000),Comma-delimited sequence of events from start to end.,
[dbo].[sp_SequenceSegments],Output,SeqAvg,FLOAT,Average elapsed minutes for the sequence.,
[dbo].[sp_SequenceSegments],Output,SeqMax,FLOAT,Maximum elapsed minutes for the sequence.,
[dbo].[sp_SequenceSegments],Output,SeqMin,FLOAT,Minimum elapsed minutes for the sequence.,
[dbo].[sp_SequenceSegments],Output,SeqStDev,FLOAT,Standard deviation of elapsed minutes across all cases for this sequence.,
[dbo].[sp_SequenceSegments],Output,SeqSum,FLOAT,Sum of elapsed minutes across all cases for the sequence.,
[dbo].[sp_SequenceSegments],Reference,dbo.SelectedEvents,Table-Valued Function,"Filters, orders, and enriches raw event data per model parameters.",
[dbo].[sp_Sequences],Input,@ByCase,BIT,1 to partition by CaseID; 0 to treat all events as one sequence.,1
[dbo].[sp_Sequences],Input,@CaseFilterProperties,NVARCHAR(MAX),JSON filters for CasePropertiesParsed.,NULL
[dbo].[sp_Sequences],Input,@EndDateTime,DATETIME,Inclusive upper bound; defaults to '2050-12-31' if NULL.,NULL
[dbo].[sp_Sequences],Input,@EventFilterProperties,NVARCHAR(MAX),JSON filters for EventPropertiesParsed.,NULL
[dbo].[sp_Sequences],Input,@EventSet,NVARCHAR(MAX),Comma-separated events or code referencing dbo.ParseEventSet.,NULL
[dbo].[sp_Sequences],Input,@ForceRefresh,BIT,0 to use cache when available; 1 to recalculate always.,0
[dbo].[sp_Sequences],Input,@Metric,NVARCHAR(20),Metric name in dbo.Metrics; defaults to 'Time Between' if NULL.,NULL
[dbo].[sp_Sequences],Input,@StartDateTime,DATETIME,Inclusive lower bound; defaults to '1900-01-01' if NULL.,NULL
[dbo].[sp_Sequences],Input,@enumerate_multiple_events,INT,"When >0, appends sequence numbers to duplicate events in a case.",NULL
[dbo].[sp_Sequences],Input,@transforms,NVARCHAR(MAX),JSON or code mapping of event rename transformations.,NULL
[dbo].[sp_Sequences],Output,Cases,INT,Distinct cases containing the sequence.,
[dbo].[sp_Sequences],Output,ExitRows,INT,Count where nextEvent does not exist (sequence end).,
[dbo].[sp_Sequences],Output,FromCache,BIT,1 if returned from cache table; 0 if computed on the fly.,
[dbo].[sp_Sequences],Output,HopAvg,FLOAT,Avg individual hop time.,
[dbo].[sp_Sequences],Output,HopMax,FLOAT,Max individual hop time.,
[dbo].[sp_Sequences],Output,HopMin,FLOAT,Min individual hop time.,
[dbo].[sp_Sequences],Output,HopStDev,FLOAT,Std. dev. of individual hop times (lastEvent→nextEvent).,
[dbo].[sp_Sequences],Output,ModelID,INT,Identifier of the Markov model used or created.,
[dbo].[sp_Sequences],Output,Prob,FLOAT,Conditional probability = Rows / TotalRows.,
[dbo].[sp_Sequences],Output,Rows,INT,Occurrences of that sequence immediately followed by nextEvent.,
[dbo].[sp_Sequences],Output,Seq,NVARCHAR(2000),Comma-delimited event sequence from case start.,
[dbo].[sp_Sequences],Output,SeqAvg,FLOAT,Avg total time for that sequence.,
[dbo].[sp_Sequences],Output,SeqMax,FLOAT,Max total time for that sequence.,
[dbo].[sp_Sequences],Output,SeqMin,FLOAT,Min total time for that sequence.,
[dbo].[sp_Sequences],Output,SeqStDev,FLOAT,Std. dev. of total time from sequence start to nextEvent.,
[dbo].[sp_Sequences],Output,SeqSum,FLOAT,Sum of total times for that sequence.,
[dbo].[sp_Sequences],Output,TotalRows,INT,Total occurrences of that sequence across all cases.,
[dbo].[sp_Sequences],Output,lastEvent,NVARCHAR(20),Final event in the sequence.,
[dbo].[sp_Sequences],Output,length,INT,Number of events in the sequence.,
[dbo].[sp_Sequences],Output,nextEvent,NVARCHAR(20),Event immediately following the sequence.,
[dbo].[sp_Sequences],Reference,dbo.ModelID,Scalar Function,Retrieves or inserts a Markov model entry for given parameters.,
[dbo].[sp_Sequences],Reference,dbo.ModelSequences,Table,Cached sequence statistics for prior calls.,
[dbo].[sp_Sequences],Reference,dbo.SelectedEvents,Table-Valued Function,Filters and enriches EventsFact per model parameters.,
[dbo].[sp_Sequences],Reference,dbo.SetDefaultModelParameters,Table-Valued Function,"Applies defaults to date range, metric, order, and enumeration flags.",
[dbo].[utility_Bad_Data],Input,@IncludeCases,BIT,"If 1, include detailed case/property rows in the missing‐source check; otherwise only return summary issues.",0
[dbo].[utility_Bad_Data],Output,CasesMissingSource,Resultset,"Case records lacking a valid SourceID or SourceColumnID, with joined property and source details.",
[dbo].[utility_Bad_Data],Output,DuplicateTimestamps,Resultset,Rows from EventsFact where a CaseID has multiple identical EventDate values.,
[dbo].[utility_Bad_Data],Output,NonUniqueEventSetCodes,Resultset,EventSetCode values in EventSets table that are non-null but appear more than once.,
[dbo].[utility_Bad_Data],Reference,dbo.CasePropertiesParsed,Table,Parsed case-level property values including SourceColumnID.,
[dbo].[utility_Bad_Data],Reference,dbo.Cases,Table,Master table of cases with source and type metadata.,
[dbo].[utility_Bad_Data],Reference,dbo.EventSets,Table,Lookup of named event sets and their codes.,
[dbo].[utility_Bad_Data],Reference,dbo.EventsFact,Table,Fact table of all events with CaseID and EventDate.,
[dbo].[utility_Bad_Data],Reference,dbo.Sources,Table,Registered data sources with connection metadata.,
[dbo].[utility_LogProcError],Input,@ErrorMessage,NVARCHAR(MAX),Detailed message or freeform log text.,NULL
[dbo].[utility_LogProcError],Input,@EventName,NVARCHAR(128),"Short event label such as ERROR, BatchDeleted, ModelDeleted, or ImportStarted.",NULL
[dbo].[utility_LogProcError],Input,@LoggedAt,DATETIME2(7),"Optional explicit timestamp. If NULL, defaults to SYSUTCDATETIME().",NULL
[dbo].[utility_LogProcError],Input,@ProcedureName,NVARCHAR(128),"Name of the calling procedure. If NULL, caller may pass OBJECT_NAME(@@PROCID).",NULL
[dbo].[utility_LogProcError],Input,@PropertyName,NVARCHAR(128),"Optional contextual property such as BatchID, CaseID, ModelID, or parameter name.",NULL
[dbo].[utility_LogProcError],Output,dbo.ProcErrorLog row,Table,One log row inserted for the supplied event.,
[dbo].[utility_LogProcError],Reference,dbo.ProcErrorLog,Table,Procedure event/error log table.,
